Summary,Sentiment
cold dreary weather perfect metaphor movie contains laugh much drama,0
sitcomishly predictable cloying attempt poignant,0
filmmaker ascends literally olympus art world would done well end flawed dazzling series raising something cremaster,0
story character nowhere near gripping enough,0
oops really done time chirpy songbird britney spear popped mindless drivel,0
ingenious film comedy since john malkovich,1
firmly believe good video game movie going show soon also believe resident evil,0
last time saw theater full people constantly checking watch sat,0
film moment far,0
film centre precisely layered performance actor mid seventy michel piccoli,1
visually santa clause wondrously creative,1
amazing film work convincing movie end swear wet place feel sand creeping others,1
sly game cat mouse intense thrilling time occasionally stretch believability limit relies predictable plot contrivance,1
anyone unfamiliar pentacostal practice general theatrical phenomenon hell house particular eye opener,1
old people love movie mean nicest possible way last order touch heart anyone old enough earned year friendship,1
portrait alienation perfect certainly succeed alienating viewer,0
although disney follows standard formula animated adventure feel forced usual,0
one splendid entertainment emerge french film industry year,1
easy watch except annoying demeanour lead character,0
although try much really another major league,0
good sense cast actor generally speaking adored movie going public khouri get terrific performance,1
despite blue chip cast provocative title writer director peter mattei first feature microwave dull leftover romantic motif basted faux contemporary gravy,0
drama great power yet member audience leave theater believing seen comedy,1
determined ennui hobbled slog really much say beyond news flash loneliness make people act weird,0
cheap scam put together cynical creep revolution studio imagine entertainment make sucker surrender minute unrecoverable life,0
rarely much money delivered little entertainment,0
magnificent drama well worth tracking,1
story mostly told camera interview several survivor whose riveting memory rendered clarity happened yesterday,1
film occasionally try viewer patience slow pacing main character sometimes defies sympathy ultimately satisfies moving story,1
completely awful iranian drama much fun grouchy ayatollah cold mosque,0
visual spectacle full stunning image effect,1
wish could say thank god friday truth matter glad,0
xxx diesel rare creature action hero table manner one prof elegance tattoo deep,1
resembles soft porn brian de palma pastiche,0
missing call wow factor,0
episode ii attack clone technological exercise lack juice delight,0
norton hold film together,1
time however dogtown z boy lapse insider lingo mindset uninitiated may find hard follow care,0
chick flick go one pretty miserable resorting string pulling rather legitimate character development intelligent plotting,0
part targeted audience cheer otherwise maybe,1
despite comic spark welcome collinwood never catch fire,0
master disaster piece dreck disguised comedy,0
well crafted film remarkable achieves emotional power moment revelation restraint delicate ambiguity,1
cinematic equivalent good page turner even nonsense claw dig surprisingly deep,1
nothing one relentlessly depressing situation another entire running time something could easily dealing right life,0
even minute playing opposite bullock grant still look ill ease sharing scene painless time killer becomes instead grating endurance test,0
late marriage stiffness unlikely demonstrate emotional clout sweep u viewer foot,0
lilia transformation strict mother sensual siren superficially preposterous abbas infuses role unimpeachable core emotional truth,1
fun watching spy big summer movie,1
funny also heartwarming without stooping gooeyness,1
boy oh boy howler,0
leigh daring without denying hardscrabble life people economic fringe margaret thatcher ruinous legacy insists importance moment people connect express love,1
recycles every clich gay essentially extended soap opera,0
cheap slasher flick subject matter would suggest little like nature film showing patient predator foolish prey,0
